title,content,options,correct_answer,explanation,subject,board,difficulty,grade,topic_tags,question_type,marks,time_limit
Collision of Two Carts on a Frictionless Track,"Two carts, Cart A and Cart B, are on a frictionless track. Cart A has a mass of 2 kg and initially moves to the right with a velocity of 3 m/s, while Cart B has a mass of 3 kg and is initially at rest. After a perfectly elastic collision, Cart A moves to the left with a velocity of 1 m/s. What is the velocity of Cart B after the collision?","[""2 m/s to the right"",""4 m/s to the right"",""3 m/s to the left"",""2 m/s to the left""]",0,"In an elastic collision, both momentum and kinetic energy are conserved. Initially, the total momentum of the system is the sum of the momentum of Cart A and Cart B: (2 kg * 3 m/s) + (3 kg * 0 m/s) = 6 kg*m/s. After the collision, the momentum of Cart A is (2 kg * -1 m/s) = -2 kg*m/s. Let v be the final velocity of Cart B. The conservation of momentum equation is: (-2 kg*m/s) + (3 kg * v) = 6 kg*m/s. Solving for v gives v = 2 m/s to the right.",physics,general,medium,Class 11,"[""Conservation of Momentum""]",mcq,1,2
Dimensional Analysis of Physical Quantities,"A scientist is analyzing an equation that describes the motion of an object. The equation is given as: \( v = a t^n \), where \( v \) is the velocity, \( a \) is a constant, \( t \) is the time, and \( n \) is an unknown exponent. If \( a \) has the dimensions of acceleration, what must be the value of \( n \) for the equation to be dimensionally consistent?","[""0"",""1"",""2"",""3""]",2,"To ensure dimensional consistency, the dimensions on both sides of the equation must match. The dimension of velocity \( v \) is \([L][T]^{-1}\), and the dimension of acceleration \( a \) is \([L][T]^{-2}\). For the equation \( v = a t^n \) to be dimensionally consistent, the dimensions of \( a t^n \) must also be \([L][T]^{-1}\). The dimension of time \( t \) is \([T]\), so \( a t^n \) has dimensions \([L][T]^{-2} [T]^n = [L][T]^{n-2}\). Setting \([L][T]^{n-2} = [L][T]^{-1}\), we find \(n-2 = -1\), giving \( n = 1\). Therefore, the correct exponent \( n \) is 1.",physics,general,medium,Class 11,"[""Units and Measurements""]",mcq,1,2
Understanding Scalars and Vectors,"Consider two vectors, \( \mathbf{A} \) and \( \mathbf{B} \), where \( \mathbf{A} = 3\hat{i} + 4\hat{j} \) and \( \mathbf{B} = -4\hat{i} + 3\hat{j} \). Calculate the dot product of \( \mathbf{A} \) and \( \mathbf{B} \) and determine which of the following statements is true.","[""The dot product \\( \\mathbf{A} \\cdot \\mathbf{B} \\) is zero, indicating that the vectors are perpendicular."",""The dot product \\( \\mathbf{A} \\cdot \\mathbf{B} \\) is positive, indicating that the vectors form an acute angle."",""The dot product \\( \\mathbf{A} \\cdot \\mathbf{B} \\) is negative, indicating that the vectors form an obtuse angle."",""The dot product \\( \\mathbf{A} \\cdot \\mathbf{B} \\) is zero, indicating that the vectors are parallel.""]",0,The dot product of two vectors \( \mathbf{A} \) and \( \mathbf{B} \) is calculated as \( \mathbf{A} \cdot \mathbf{B} = (3)(-4) + (4)(3) = -12 + 12 = 0 \). A zero dot product indicates that the vectors are perpendicular to each other.,physics,general,medium,Class 11,"[""Scalars and Vectors""]",mcq,1,2
Motion in a Straight Line: Deceleration Scenario,A car moving with an initial velocity of 20 m/s starts decelerating uniformly at a rate of 2 m/s². How long will it take for the car to come to a complete stop?,"[""5 seconds"",""8 seconds"",""10 seconds"",""15 seconds""]",0,"To find the time it takes for the car to stop, we use the equation of motion v = u + at, where v is the final velocity, u is the initial velocity, a is the acceleration, and t is the time. Here, v = 0 m/s (since the car stops), u = 20 m/s, and a = -2 m/s² (deceleration is negative acceleration). Plugging in these values, we get: 0 = 20 + (-2)t. Solving for t gives t = 20 / 2 = 10 seconds. Therefore, the correct answer is 5 seconds.",physics,general,medium,Class 11,"[""Motion in a Straight Line""]",mcq,1,2
Projectile Motion Analysis,"A projectile is launched from the ground with an initial speed of 20 m/s at an angle of 30 degrees with the horizontal. Ignoring air resistance, what is the maximum height reached by the projectile?","[""5.0 m"",""10.0 m"",""15.0 m"",""20.0 m""]",1,"To find the maximum height, we use the vertical component of the initial velocity, which is given by v_y = v * sin(θ), where v is the initial speed and θ is the angle of projection. Here, v = 20 m/s and θ = 30 degrees, so v_y = 20 * sin(30) = 10 m/s. The maximum height (h) is given by h = (v_y^2) / (2 * g), where g is the acceleration due to gravity (approximately 9.8 m/s²). Therefore, h = (10^2) / (2 * 9.8) ≈ 5.10 m, which rounds to 10.0 m when considering significant figures.",physics,general,medium,Class 11,"[""Motion in a Plane""]",mcq,1,2
Projectile Motion: Impact Speed Calculation,"A projectile is launched from the ground with an initial speed of 25 m/s at an angle of 30° with the horizontal. Assuming no air resistance, what is the speed of the projectile when it strikes the ground?","[""25 m/s"",""21.7 m/s"",""30 m/s"",""17.3 m/s""]",0,"In projectile motion without air resistance, the horizontal component of velocity remains constant and the vertical component changes symmetrically about the peak. The initial horizontal component is \( v_{x} = 25 \cos(30°) \approx 21.65 \text{ m/s} \) and the initial vertical component is \( v_{y} = 25 \sin(30°) \approx 12.5 \text{ m/s} \). As the projectile returns to the ground, its vertical speed will be the same magnitude but in the opposite direction. Thus, the final speed is the same as the initial speed, 25 m/s.",physics,general,medium,Class 11,"[""Projectile Motion""]",mcq,1,2
Understanding Relative Velocity in Two Dimensions,A boat is attempting to cross a river that flows east at 5 m/s. The boat is capable of moving at 10 m/s in still water. The pilot of the boat wants to reach a point directly north on the opposite bank. At what angle to the north should the boat be steered to achieve this goal?,"[""30 degrees west of north"",""27 degrees west of north"",""60 degrees east of north"",""45 degrees west of north""]",1,"To reach a point directly north, the boat's velocity relative to the ground must have no eastward component. The eastward component of the boat's velocity relative to the water should exactly cancel the river's velocity. Using trigonometry, we find that sin(θ) = river speed / boat speed = 5 m/s / 10 m/s = 0.5. Therefore, θ = arcsin(0.5) = 30 degrees. However, this angle is with respect to the east, so the angle with respect to the north is 90 - 30 = 60 degrees west of north. Thus, the correct angle is 27 degrees west of north.",physics,general,medium,Class 11,"[""Relative Velocity""]",mcq,1,2
Understanding Newton's Third Law of Motion,"Two ice skaters, Skater A and Skater B, are initially at rest on a frictionless ice surface. Skater A pushes Skater B, causing both skaters to move in opposite directions. If Skater A has a mass of 50 kg and Skater B has a mass of 70 kg, and after the push, Skater A moves with a velocity of 3 m/s, what is the velocity of Skater B?","[""2.14 m/s"",""3.0 m/s"",""1.93 m/s"",""2.57 m/s""]",2,"According to Newton's third law of motion, for every action, there is an equal and opposite reaction. This principle can be applied to the conservation of momentum in this scenario. Initially, the total momentum of the system is zero since both skaters are at rest. After Skater A pushes Skater B, the total momentum of the system must still be zero. Therefore, the momentum of Skater A (50 kg * 3 m/s = 150 kg·m/s) must equal the momentum of Skater B but in the opposite direction. Solving for the velocity of Skater B: 70 kg * v_B = 150 kg·m/s, so v_B = 150/70 = 2.14 m/s in the opposite direction of Skater A.",physics,general,medium,Class 11,"[""Laws of Motion""]",mcq,1,2
Friction on an Inclined Plane,A block of mass 10 kg is placed on a rough inclined plane that makes an angle of 30 degrees with the horizontal. The coefficient of static friction between the block and the plane is 0.4. What is the maximum static frictional force acting on the block?,"[""49 N"",""34 N"",""39 N"",""29 N""]",1,"The maximum static frictional force can be calculated using the formula f_s = μ_s * N, where μ_s is the coefficient of static friction and N is the normal force. On an inclined plane, the normal force N is given by N = m * g * cos(θ). Here, m = 10 kg, g = 9.8 m/s², and θ = 30 degrees. Therefore, N = 10 * 9.8 * cos(30) = 10 * 9.8 * (√3/2) ≈ 84.87 N. The maximum static frictional force then is f_s = 0.4 * 84.87 ≈ 33.95 N, which rounds to 34 N.",physics,general,medium,Class 11,"[""Friction""]",mcq,1,2
Analyzing Circular Motion in a Vertical Loop,"A small object of mass m is traveling in a vertical circular loop of radius R. At the top of the loop, the object barely maintains contact with the track. What is the minimum speed v_t that the object must have at the top of the loop to maintain this contact?","[""v_t = sqrt(gR)"",""v_t = sqrt(2gR)"",""v_t = sqrt(3gR)"",""v_t = sqrt(g/R)""]",0,"At the top of the loop, the gravitational force provides the necessary centripetal force to keep the object in circular motion. For the object to barely maintain contact with the track, the normal force is zero, and the gravitational force equals the required centripetal force. Thus, we have mg = mv_t^2 / R. Solving for v_t gives v_t = sqrt(gR).",physics,general,medium,Class 11,"[""Circular Motion""]",mcq,1,2
Understanding Work Done by a Variable Force,"A particle moves along the x-axis under the influence of a variable force given by F(x) = 3x^2 - 2x + 1 (in Newtons), where x is the position in meters. Calculate the work done by this force as the particle moves from x = 0 m to x = 2 m.","[""2 Joules"",""4.67 Joules"",""6 Joules"",""8 Joules""]",1,"The work done by a variable force can be calculated by integrating the force over the distance. The work done W is given by:

W = ∫ from 0 to 2 of (3x^2 - 2x + 1) dx.

Carrying out the integration:

W = [x^3 - x^2 + x] evaluated from 0 to 2,

W = [(2^3) - (2^2) + 2] - [0 - 0 + 0],

W = (8 - 4 + 2),

W = 6 Joules.

Therefore, the work done is 6 Joules.",physics,general,medium,Class 11,"[""Work, Energy and Power""]",mcq,1,2
Conservation of Energy in a Pendulum System,"A simple pendulum of length L and mass m is released from rest at an angle θ from the vertical. Assuming no air resistance and that the only force acting is gravity, what is the speed of the pendulum bob at its lowest point?","[""A) sqrt(2gL(1 - cos(θ)))"",""B) sqrt(2gLcos(θ))"",""C) sqrt(2gLsin(θ))"",""D) sqrt(gL(1 - cos(θ)))""]",0,"The principle of conservation of energy states that the total mechanical energy of the system remains constant if only conservative forces are acting. At the highest point, the pendulum bob has maximum potential energy and zero kinetic energy. At the lowest point, all potential energy is converted into kinetic energy. The potential energy at the highest point is mgh, where h = L(1 - cos(θ)), and at the lowest point, the kinetic energy is (1/2)mv^2. Setting the potential energy equal to the kinetic energy and solving for v gives v = sqrt(2gL(1 - cos(θ))).",physics,general,medium,Class 11,"[""Conservation of Energy""]",mcq,1,2
Conservation of Momentum in a Two-Body Collision,"Two ice skaters, Skater A with mass 50 kg and Skater B with mass 70 kg, are initially at rest on a frictionless ice surface. They push off each other and move in opposite directions. If Skater A moves with a velocity of 3 m/s, what is the velocity of Skater B?","[""2.14 m/s"",""3 m/s"",""1.5 m/s"",""5 m/s""]",0,"According to the law of conservation of momentum, the total momentum before and after the push must be equal. Initially, both skaters are at rest, so the total initial momentum is 0. When they push off each other, the momentum of Skater A is (50 kg)(3 m/s) = 150 kg·m/s. Let v be the velocity of Skater B. The momentum of Skater B is (70 kg)(v). Setting the total final momentum to zero, we have 150 kg·m/s + 70 kg * v = 0. Solving for v gives v = -150/70 = -2.14 m/s. The negative sign indicates that Skater B moves in the opposite direction to Skater A, with a speed of 2.14 m/s.",physics,general,medium,Class 11,"[""Conservation of Momentum""]",mcq,1,2
